title,section_citation,section_heading,chapter,title_name,regulated_population,mandate_type,section_primary_mandate_type,queries_matched,granule_id,package_id,source_url,uscode_house_url,local_file,retrieved,verified,names_fasb_or_asc
12,12 U.S.C. § 2074,§2074. Production credit association capitalization,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapII-partA-sec2074,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapII-partA-sec2074/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapII-partA-sec2074,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapII-partA-sec2074.htm,2026-09-11,,false
12,12 U.S.C. § 2013,§2013. General corporate powers,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,permissive,permissive,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapI-sec2013,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapI-sec2013/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapI-sec2013,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapI-sec2013.htm,2026-09-11,,false
12,12 U.S.C. § 24a,§24a. Financial subsidiaries of national banks,CHAPTER 2-NATIONAL BANKS,TITLE 12-BANKS AND BANKING,CHAPTER 2-NATIONAL BANKS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap2-subchapI-sec24a,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap2-subchapI-sec24a/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap2-subchapI-sec24a,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap2-subchapI-sec24a.htm,2026-09-11,,false
12,12 U.S.C. § 1835,§1835. Insured depository institution capital requirements for transfers of small business obligations,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1835,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1835/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1835,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1835.htm,2026-09-11,,false
12,12 U.S.C. § 1835,§1835. Insured depository institution capital requirements for transfers of small business obligations,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1835,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1835/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1835,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1835.htm,2026-09-11,,false
12,12 U.S.C. § 1835,§1835. Insured depository institution capital requirements for transfers of small business obligations,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,definition,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1835,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1835/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1835,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1835.htm,2026-09-11,,false
12,12 U.S.C. § 1834b,§1834b. Community development organizations,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1834b,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1834b/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1834b,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1834b.htm,2026-09-11,,false
12,12 U.S.C. § 1831t,§1831t. Depository institutions lacking Federal deposit insurance,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1831t,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1831t/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1831t,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1831t.htm,2026-09-11,,false
12,12 U.S.C. § 1831m,§1831m. Early identification of needed improvements in financial management,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1831m,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1831m/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1831m,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1831m.htm,2026-09-11,2026-09-11,false
12,12 U.S.C. § 1831m,§1831m. Early identification of needed improvements in financial management,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1831m,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1831m/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1831m,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1831m.htm,2026-09-11,2026-09-11,false
12,12 U.S.C. § 1817,§1817. Assessments,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 16-FEDERAL DEPOSIT INSURANCE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap16-sec1817,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap16-sec1817/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap16-sec1817,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap16-sec1817.htm,2026-09-11,,false
12,12 U.S.C. § 1790d,§1790d. Prompt corrective action,CHAPTER 14-FEDERAL CREDIT UNIONS,TITLE 12-BANKS AND BANKING,CHAPTER 14-FEDERAL CREDIT UNIONS,definition,definition,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap14-subchapII-sec1790d,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap14-subchapII-sec1790d/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap14-subchapII-sec1790d,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap14-subchapII-sec1790d.htm,2026-09-11,,false
12,12 U.S.C. § 1782,§1782. Administration of insurance fund,CHAPTER 14-FEDERAL CREDIT UNIONS,TITLE 12-BANKS AND BANKING,CHAPTER 14-FEDERAL CREDIT UNIONS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap14-subchapII-sec1782,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap14-subchapII-sec1782/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap14-subchapII-sec1782,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap14-subchapII-sec1782.htm,2026-09-11,,false
12,12 U.S.C. § 1782,§1782. Administration of insurance fund,CHAPTER 14-FEDERAL CREDIT UNIONS,TITLE 12-BANKS AND BANKING,CHAPTER 14-FEDERAL CREDIT UNIONS,permissive,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap14-subchapII-sec1782,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap14-subchapII-sec1782/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap14-subchapII-sec1782,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap14-subchapII-sec1782.htm,2026-09-11,,false
12,12 U.S.C. § 1757a,§1757a. Limitation on member business loans,CHAPTER 14-FEDERAL CREDIT UNIONS,TITLE 12-BANKS AND BANKING,CHAPTER 14-FEDERAL CREDIT UNIONS,definition,definition,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap14-subchapI-sec1757a,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap14-subchapI-sec1757a/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap14-subchapI-sec1757a,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap14-subchapI-sec1757a.htm,2026-09-11,,false
12,12 U.S.C. § 1735f-16,§1735f–16. Annual audited financial statements,CHAPTER 13-NATIONAL HOUSING,TITLE 12-BANKS AND BANKING,CHAPTER 13-NATIONAL HOUSING,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap13-subchapV-sec1735f-16,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap13-subchapV-sec1735f-16/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap13-subchapV-sec1735f-16,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap13-subchapV-sec1735f-16.htm,2026-09-11,,false
12,12 U.S.C. § 1723a,§1723a. General powers of Government National Mortgage Association and Federal National Mortgage Association,CHAPTER 13-NATIONAL HOUSING,TITLE 12-BANKS AND BANKING,CHAPTER 13-NATIONAL HOUSING,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap13-subchapIII-sec1723a,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap13-subchapIII-sec1723a/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap13-subchapIII-sec1723a,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap13-subchapIII-sec1723a.htm,2026-09-11,,false
12,12 U.S.C. § 1723a,§1723a. General powers of Government National Mortgage Association and Federal National Mortgage Association,CHAPTER 13-NATIONAL HOUSING,TITLE 12-BANKS AND BANKING,CHAPTER 13-NATIONAL HOUSING,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap13-subchapIII-sec1723a,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap13-subchapIII-sec1723a/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap13-subchapIII-sec1723a,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap13-subchapIII-sec1723a.htm,2026-09-11,,false
12,12 U.S.C. § 1702,§1702. Administrative provisions,CHAPTER 13-NATIONAL HOUSING,TITLE 12-BANKS AND BANKING,CHAPTER 13-NATIONAL HOUSING,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap13-subchapI-sec1702,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap13-subchapI-sec1702/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap13-subchapI-sec1702,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap13-subchapI-sec1702.htm,2026-09-11,,false
12,12 U.S.C. § 1463,§1463. Supervision of savings associations,CHAPTER 12-SAVINGS ASSOCIATIONS,TITLE 12-BANKS AND BANKING,CHAPTER 12-SAVINGS ASSOCIATIONS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap12-sec1463,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap12-sec1463/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap12-sec1463,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap12-sec1463.htm,2026-09-11,,false
12,12 U.S.C. § 1456,§1456. Immunity of Corporation; audits and reporting requirements; data collection; Housing Advisory Council,CHAPTER 11A-FEDERAL HOME LOAN MORTGAGE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 11A-FEDERAL HOME LOAN MORTGAGE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap11A-sec1456,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap11A-sec1456/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap11A-sec1456,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap11A-sec1456.htm,2026-09-11,,false
12,12 U.S.C. § 1456,§1456. Immunity of Corporation; audits and reporting requirements; data collection; Housing Advisory Council,CHAPTER 11A-FEDERAL HOME LOAN MORTGAGE CORPORATION,TITLE 12-BANKS AND BANKING,CHAPTER 11A-FEDERAL HOME LOAN MORTGAGE CORPORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap11A-sec1456,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap11A-sec1456/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap11A-sec1456,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap11A-sec1456.htm,2026-09-11,,false
12,12 U.S.C. § 1441b,§1441b. Resolution Funding Corporation established,CHAPTER 11-FEDERAL HOME LOAN BANKS,TITLE 12-BANKS AND BANKING,CHAPTER 11-FEDERAL HOME LOAN BANKS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap11-sec1441b,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap11-sec1441b/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap11-sec1441b,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap11-sec1441b.htm,2026-09-11,,false
12,12 U.S.C. § 1441a-1,§1441a–1. Definitions,CHAPTER 11-FEDERAL HOME LOAN BANKS,TITLE 12-BANKS AND BANKING,CHAPTER 11-FEDERAL HOME LOAN BANKS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap11-sec1441a-1,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap11-sec1441a-1/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap11-sec1441a-1,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap11-sec1441a-1.htm,2026-09-11,,false
12,12 U.S.C. § 1426,§1426. Capital structure of Federal home loan banks,CHAPTER 11-FEDERAL HOME LOAN BANKS,TITLE 12-BANKS AND BANKING,CHAPTER 11-FEDERAL HOME LOAN BANKS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap11-sec1426,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap11-sec1426/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap11-sec1426,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap11-sec1426.htm,2026-09-11,,false
12,12 U.S.C. § 1426,§1426. Capital structure of Federal home loan banks,CHAPTER 11-FEDERAL HOME LOAN BANKS,TITLE 12-BANKS AND BANKING,CHAPTER 11-FEDERAL HOME LOAN BANKS,permissive,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap11-sec1426,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap11-sec1426/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap11-sec1426,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap11-sec1426.htm,2026-09-11,,false
10,10 U.S.C. § 3802,10 USC 3802: Payment,,,,binding,binding,manual-supplement:enacted/renumbered after USCODE-2024 static release; absent from govinfo USCODE-2024 collection search,,,https://uscode.house.gov/view.xhtml?req=(title:10%20section:3802%20edition:prelim),https://uscode.house.gov/view.xhtml?req=(title:10%20section:3802%20edition:prelim),downloads/raw/uscode-house-prelim/usc-10-3802-prelim.html,2026-09-11,2026-09-11,false
10,10 U.S.C. § 3802,10 USC 3802: Payment,,,,binding,binding,manual-supplement:enacted/renumbered after USCODE-2024 static release; absent from govinfo USCODE-2024 collection search,,,https://uscode.house.gov/view.xhtml?req=(title:10%20section:3802%20edition:prelim),https://uscode.house.gov/view.xhtml?req=(title:10%20section:3802%20edition:prelim),downloads/raw/uscode-house-prelim/usc-10-3802-prelim.html,2026-09-11,2026-09-11,false
12,12 U.S.C. § 5903,12 USC 5903: Requirements for issuing payment stablecoins,,,,binding,binding,"manual-supplement:added by the GENIUS Act (2025), after USCODE-2024 static release; absent from govinfo USCODE-2024 collection search",,,https://uscode.house.gov/view.xhtml?req=(title:12%20section:5903%20edition:prelim),https://uscode.house.gov/view.xhtml?req=(title:12%20section:5903%20edition:prelim),downloads/raw/uscode-house-prelim/usc-12-5903-prelim.html,2026-09-11,2026-09-11,false
